climate_bin,yield_25th,yield_50th,yield_75th,yield_95th
1,17.969998999999998,17.969998999999998,17.969998999999998,19.91
2,17.969998999999998,17.969998999999998,17.969998999999998,19.91
3,17.969998999999998,17.969998999999998,17.969998999999998,23.020535
4,17.596155,17.969998999999998,17.969998999999998,33.84737
5,17.969998999999998,17.969998999999998,17.969998999999998,36.405876
6,16.228245,17.969998999999998,18.860001,36.405876
7,13.49,17.969998999999998,17.969998999999998,34.520621999999996
8,13.49,17.969998999999998,17.969998999999998,41.34
9,12.2,13.49,17.969998999999998,41.34
10,4.61,12.2,17.969998999999998,25.92
11,17.969998999999998,17.969998999999998,19.91,22.0
12,17.969998999999998,17.969998999999998,17.969998999999998,19.41
13,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
14,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
15,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
16,13.49,17.969998999999998,17.969998999999998,17.969998999999998
17,13.49,17.17,17.969998999999998,17.969998999999998
18,12.2,13.49,17.969998999999998,17.969998999999998
19,12.2,17.17,17.969998999999998,31.110001
20,17.969998999999998,25.92,31.110001,31.110001
21,17.969998999999998,17.969998999999998,17.969998999999998,22.0
22,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
23,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
24,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
25,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
26,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
27,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
28,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
29,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
30,17.969998999999998,17.969998999999998,25.92,31.110001
31,17.17,17.969998999999998,18.700001,22.0
32,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
33,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
34,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
35,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
36,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
37,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
38,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
39,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
40,17.969998999999998,17.969998999999998,17.969998999999998,25.92
41,12.1,17.969998999999998,17.969998999999998,19.41
42,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
43,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
44,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
45,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
46,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
47,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
48,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
49,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
50,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
51,4.61,6.81,8.9,17.969998999999998
52,6.81,10.5,17.969998999999998,17.969998999999998
53,7.64,13.48,17.969998999999998,17.969998999999998
54,13.48,17.969998999999998,17.969998999999998,17.969998999999998
55,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
56,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
57,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
58,17.969998999999998,17.969998999999998,17.969998999999998,17.969998999999998
59,13.48,17.969998999999998,17.969998999999998,17.969998999999998
60,12.36,17.969998999999998,17.969998999999998,17.969998999999998
61,7.1,13.946038,13.996132000000001,19.91
62,6.81,8.25,13.104466,17.969998999999998
63,7.31,10.161916,12.84398,17.969998999999998
64,8.03,11.571605,17.969998999999998,17.969998999999998
65,9.357471,12.36,17.969998999999998,17.969998999999998
66,9.357471,17.969998999999998,17.969998999999998,17.969998999999998
67,12.36,12.36,17.969998999999998,17.969998999999998
68,12.36,12.36,17.969998999999998,17.969998999999998
69,8.736312,12.36,17.969998999999998,17.969998999999998
70,8.5,8.736312,12.36,15.92
71,7.1,12.483307,13.939046,19.91
72,7.273581,12.032466000000001,13.946038,13.946038
73,6.23,12.032466000000001,12.032466000000001,12.84398
74,11.571605,11.571605,12.032466000000001,13.946038
75,7.1,11.571605,12.032466000000001,20.200001
76,7.62,11.571605,12.36,20.200001
77,7.668082000000001,9.357471,12.36,20.200001
78,6.23,7.668082000000001,12.207603,17.969998999999998
79,5.57,8.5,12.207603,13.3
80,6.35,8.5,9.86,14.00615
81,6.23,7.1,12.803905,19.540001
82,6.23,10.599791,12.803905,13.946038
83,8.03,11.571605,12.032466000000001,13.48
84,6.23,9.357471,14.00615,14.00615
85,9.357471,14.00615,14.00615,14.00615
86,9.357471,14.00615,14.00615,14.00615
87,8.325871000000001,9.357471,14.00615,14.00615
88,7.668082000000001,9.357471,14.00615,14.00615
89,7.1,8.5,11.57,13.48
90,7.97,8.5,9.86,13.48
91,5.42,6.23,8.9,18.040001
92,6.23,10.048761,12.803905,22.091245999999998
93,8.04,10.599791,13.946038,22.091245999999998
94,6.23,10.048761,10.599791,22.091245999999998
95,6.23,7.1,9.357471,14.00615
96,6.36,9.357471,10.048761,14.00615
97,9.357471,9.357471,12.36,14.00615
98,7.1,9.357471,12.36,12.803905
99,7.1,8.5,12.36,13.48
100,8.5,8.5,13.48,14.85774
