climate_bin,yield_25th,yield_50th,yield_75th,yield_95th
1,0.42,0.42,0.42,0.42
2,0.42,0.42,0.42,0.42
3,0.42,0.42,0.42,0.42
4,0.42,0.42,0.42,0.42
5,0.42,0.42,0.42,0.42
6,0.42,0.42,0.42,0.42
7,0.42,0.42,0.42,0.42
8,0.42,0.42,0.42,0.42
9,0.42,0.42,0.42,0.42
10,0.42,0.42,0.42,0.42
11,0.42,0.42,0.42,0.42
12,0.42,0.42,0.42,0.42
13,0.42,0.42,0.42,0.42
14,0.42,0.42,0.42,0.42
15,0.42,0.42,0.42,0.42
16,0.42,0.42,0.42,0.42
17,0.42,0.42,0.42,0.42
18,0.42,0.42,0.42,0.42
19,0.42,0.42,0.42,0.42
20,0.42,0.42,0.42,0.42
21,0.42,0.42,0.42,0.42
22,0.42,0.42,0.42,0.42
23,0.42,0.42,0.42,0.42
24,0.42,0.42,0.42,0.42
25,0.42,0.42,0.42,0.42
26,0.42,0.42,0.42,0.42
27,0.42,0.42,0.42,0.42
28,0.42,0.42,0.42,0.42
29,0.42,0.42,0.42,0.42
30,0.42,0.42,0.42,0.42
31,0.42,0.42,0.42,0.42
32,0.42,0.42,0.42,0.42
33,0.42,0.42,0.42,0.42
34,0.42,0.42,0.42,0.42
35,0.42,0.42,0.42,0.42
36,0.42,0.42,0.42,0.42
37,0.42,0.42,0.42,0.42
38,0.42,0.42,0.42,0.42
39,0.42,0.42,0.42,0.42
40,0.42,0.42,0.42,0.42
41,0.42,0.42,0.42,0.42
42,0.42,0.42,0.42,0.42
43,0.42,0.42,0.42,0.42
44,0.42,0.42,0.42,0.42
45,0.42,0.42,0.42,0.42
46,0.42,0.42,0.42,0.42
47,0.42,0.42,0.42,0.42
48,0.42,0.42,0.42,0.42
49,0.42,0.42,0.42,0.42
50,0.42,0.42,0.42,0.42
51,0.42,0.42,0.42,0.42
52,0.42,0.42,0.42,0.42
53,0.42,0.42,0.42,0.42
54,0.42,0.42,0.42,0.42
55,0.42,0.42,0.42,0.42
56,0.42,0.42,0.42,0.42
57,0.42,0.42,0.42,0.42
58,0.42,0.42,0.42,0.42
59,0.42,0.42,0.42,0.42
60,0.42,0.42,0.42,0.42
61,0.42,0.42,0.42,0.42
62,0.42,0.42,0.42,0.42
63,0.42,0.42,0.42,0.42
64,0.42,0.42,0.42,0.42
65,0.42,0.42,0.42,0.42
66,0.42,0.42,0.42,0.42
67,0.42,0.42,0.42,0.42
68,0.42,0.42,0.42,0.42
69,0.42,0.42,0.42,0.42
70,0.42,0.42,0.42,0.42
71,0.42,0.42,0.42,0.42
72,0.42,0.42,0.42,0.42
73,0.42,0.42,0.42,0.42
74,0.42,0.42,0.42,0.42
75,0.42,0.42,0.42,0.42
76,0.42,0.42,0.42,0.42
77,0.42,0.42,0.42,0.42
78,0.42,0.42,0.42,0.42
79,0.42,0.42,0.42,0.42
80,0.42,0.42,0.42,0.42
81,0.42,0.42,0.42,0.42
82,0.42,0.42,0.42,0.42
83,0.42,0.42,0.42,0.42
84,0.42,0.42,0.42,0.42
85,0.42,0.42,0.42,0.42
86,0.42,0.42,0.42,0.42
87,0.42,0.42,0.42,0.42
88,0.42,0.42,0.42,0.42
89,0.42,0.42,0.42,0.42
90,0.42,0.42,0.42,0.42
91,0.42,0.42,0.42,0.42
92,0.42,0.42,0.42,0.42
93,0.42,0.42,0.42,0.42
94,0.42,0.42,0.42,0.42
95,0.42,0.42,0.42,0.42
96,0.42,0.42,0.42,0.42
97,0.42,0.42,0.42,0.42
98,0.42,0.42,0.42,0.42
99,0.42,0.42,0.42,0.42
100,0.42,0.42,0.42,0.42
